source target
RSC58 RSC8
RSC58 HHT2
RSC58 RTT102
RSC58 HHT1
RSC58 YTA7
RSC58 HHF2
RSC58 SFH1
RSC58 RSC6
YPI1 PPZ1
YPI1 GLC7
YPI1 IPL1
YPI1 SDS22
PSH1 SPT16
PSH1 MCK1
PSH1 ATG1
PSH1 HHF1
PSH1 EDE1
PSH1 BIM1
PSH1 HTB1
PSH1 ASF1
PSH1 DSN1
PSH1 YTA7
PSH1 CKA1
PSH1 KAR3
PSH1 RPN10
PSH1 CSE4
PSH1 MOT2
PSH1 UBE2D1
PSH1 BUB3
PSH1 HTA2
PSH1 SAC1
PSH1 CKB2
PSH1 LSM1
PSH1 HTB2
PSH1 HTA1
PSH1 HHT1
PSH1 HHF2
PSH1 HHT2
POM33 SEY1
POM33 ARX1
SRO77 ROM2
SRO77 RHO1
OSH2 CSG2
OSH2 DBF2
OSH2 SSO2
OSH2 SSA1
OSH2 MYO5
OSH2 SCS2
MHP1 GLC7
CRG1 GUP1
CRG1 DBF2
CRG1 RVS167
CRG1 ERG6
CRG1 ARV1
CRG1 MOT3
CRG1 DEP1
CRG1 CHO2
YHB1 GTS1
YHB1 RPN11
YHB1 RAD51
YHB1 PUF3
YHB1 ARO1
YHB1 SSE1
WSS1 TOF1
WSS1 SLX5
WSS1 RAD9
WSS1 CDC48
WSS1 SMT3
WSS1 ULP2
WSS1 TDP1
WSS1 TOP1
WSS1 SLX8
WSS1 TOP3
WSS1 SSK2
WSS1 SGS1
WSS1 RAD52
WSS1 ULP1
TRP5 RPN11
FPR4 PWP1
FPR4 ULP2
FPR4 HHT1
FPR4 GLC7
FPR4 HHF1
FPR4 RPF2
FPR4 NOP2
GSC2 FKS1
GSC2 PBS2
GSC2 CLA4
CDC11 HOG1
CDC11 PBS2
CDC11 VHS1
CDC11 CHS3
CDC11 CDC3
CDC11 SWE1
CDC11 CDC12
CDC11 SMT3
CDC11 HSL1
CDC11 CTF19
CDC11 SHS1
CDC11 SSK2
CDC11 BNI5
CDC11 KCC4
CDC11 MIH1
CDC11 HCM1
CDC11 GIN4
CDC11 GIC1
CDC11 CDC10
CDC11 RAD53
EMP24 TLG2
EMP24 PMT2
EMP24 PMT1
EMP24 STE24
EMP24 ERV14
EMP24 GLO3
EMP24 SEC13
EMP24 ERP3
EMP24 TRS85
EMP24 GET1
EMP24 GET2
EMP24 SED5
EMP24 IRE1
EMP24 RIC1
EMP24 ERP1
EMP24 SEC22
EMP24 SAR1
EMP24 GAS1
EMP24 ERP4
EMP24 LCB1
EMP24 CHS1
EMP24 CHS3
EMP24 ELO3
EMP24 ERP5
EMP24 BST1
UTP30 PBS2
UTP30 PWP2
UTP30 NOC4
UTP30 SET3
UTP30 SBA1
UTP30 GCN20
UTP30 EMG1
UTP30 NOP58
EBP2 RRS1
EBP2 NOP15
EBP2 SSF1
EBP2 NSA1
EBP2 MAK21
EBP2 RPF2
EBP2 CGR1
EBP2 RRP14
EBP2 RRP5
EBP2 RPL36B
EBP2 ARD1
EBP2 CIC1
EBP2 NSA2
EBP2 PRP43
EBP2 NFI1
EBP2 BRX1
EBP2 NOP4
EBP2 HTA2
EBP2 NOP12
EBP2 SPB4
EBP2 NOP7
EBP2 NOP53
EBP2 MPS3
EBP2 RLP7
RPL8B RPL8A
RPL8B SBP1
RPL8B RKR1
RPL8B TIF6
RPL8B SNL1
RPL8B NOP15
RPL8B UBP3
RPL8B NOP12
RPL8B RPF2
RPL8B SPB4
RPL8B RLI1
RPL8B RPN11
RPL8B NOP7
RPL8B ARX1
RPL8B BRE5
RPL8B THP2
RPL8B NMD3
STE5 STE4
STE5 STE11
STE5 STE50
STE5 STE7
STE5 FUS3
STE5 STE20
STE5 STE2
STE5 KSS1
STE5 FAR1
STE5 CDC24
JIP4 PBS2
JIP4 GLC7
PRP21 PRP11
PRP21 PRP19
PRP21 PRP45
PRP21 SMD1
PRP21 LEA1
PRP21 RSE1
PRP21 BRR2
PRP21 SMB1
PRP21 CUS1
PRP21 PRP9
MRPL22 PUF3
YPR114W RIC1
GLR1 YCF1
GLR1 TRR2
GLR1 TRX3
GLR1 TRX2
GLR1 ATG1
GLR1 MCA1
NIS1 BOI1
NIS1 NAP1
NIS1 SMT3
NIS1 NBA1
NIS1 SHS1
NIS1 RIM11
BDF2 GLC7
BDF2 YAF9
BDF2 BDF1
BDF2 HHF1
BDF2 HTZ1
BDF2 ESA1
BDF2 GIM5
BDF2 GAL3
PUN1 WHI3
NAB3 MTR4
NAB3 CBC2
NAB3 SEN1
NAB3 NRD1
NAB3 ESA1
NAB3 STO1
NAB3 RRP6
SAM37 INO4
SAM37 PUF3
SAM37 MDM10
SAM37 PHO23
SAM37 TOM40
SAM37 TOR1
SAM37 DEP1
SAM37 CHS3
SAM37 SIN3
SAM37 IES2
SAM37 SAP30
SAM37 MMR1
SAM37 TOM6
SAM37 MRE11
SAM37 SAM35
SAM37 RPD3
SAM37 CIK1
SAM37 TOM5
RMT2 GLC7
SUP45 GLE1
SUP45 MLC1
SUP45 NAM7
SUP45 USO1
SUP45 MEC1
SUP45 TAO3
SUP45 VAC14
SUP45 RLI1
SUP45 RPN11
SUP45 SUP35
SUP45 CRN1
SUP45 HCR1
SUP45 SEN54
SUP45 N6AMT1
SUP45 ROM2
SUP45 UPF3
MGT1 UFD4
MGT1 UBR1
QDR2 CHS7
QDR2 TCB3
QDR2 GAS1
SGS1 RTT107
SGS1 CDC28
SGS1 MSH2
SGS1 HST3
SGS1 VID22
SGS1 TEL1
SGS1 RFA1
SGS1 ULP2
SGS1 DUN1
SGS1 URC2
SGS1 SOD1
SGS1 POL30
SGS1 SLX8
SGS1 MGS1
SGS1 ESC2
SGS1 TSA1
SGS1 SWE1
SGS1 HPR1
SGS1 SLX1
SGS1 RNR1
SGS1 RLF2
SGS1 DIA2
SGS1 PIF1
SGS1 NPL3
SGS1 SEN1
SGS1 PSY3
SGS1 CSM1
SGS1 YEN1
SGS1 MUS81
SGS1 CDC13
SGS1 UME6
SGS1 RAD51
SGS1 RMI1
SGS1 NUP60
SGS1 MEC3
SGS1 MTF1
SGS1 CSM3
SGS1 RAD53
SGS1 NUP84
SGS1 MMS4
SGS1 RAD50
SGS1 ULS1
SGS1 RAD52
SGS1 RAD9
SGS1 ELG1
SGS1 PUB1
SGS1 SLX4
SGS1 RFC1
SGS1 SIZ1
SGS1 CDC37
SGS1 SPH1
SGS1 ESA1
SGS1 RNH202
SGS1 RRM3
SGS1 DPB11
SGS1 SAE2
SGS1 DNA2
SGS1 CCS1
SGS1 TOP3
SGS1 SMT3
SGS1 RPL24A
SGS1 RAD16
SGS1 RAD5
SGS1 RAD54
SGS1 SRS2
SGS1 XRS2
SGS1 ASF1
SGS1 MPH1
SGS1 CLA4
SGS1 CTF18
SGS1 SLX5
SGS1 POP2
SGS1 UBC4
SGS1 NUP133
SGS1 LSM1
SGS1 EST2
SGS1 FUN30
SGS1 CDC7
SGS1 POL32
SGS1 RAD57
SGS1 DCC1
SGS1 MEC1
SGS1 CTF4
SGS1 RRD1
SGS1 MLH1
SGS1 SIS2
SGS1 EXO1
SGS1 FOB1
SGS1 RAD27
SGS1 RAD17
SGS1 SHU1
SGS1 SHU2
SGS1 TOF1
SGS1 TOP1
SGS1 CSM2
SGS1 RNH201
SGS1 RNH203
SGS1 RAD24
SGS1 YKU70
SGS1 SPO11
SGS1 MRE11
SGS1 MMS21
SGS1 CDC8
SPC97 MLP2
SPC97 SPC98
SPC97 TUB4
GRS1 RPN11
GRS1 CHS1
GRS1 FKS1
GRS1 CHS5
STE4 AKR1
STE4 STE7
STE4 STE11
STE4 STE18
STE4 FAR1
STE4 SSF1
STE4 TEC1
STE4 FUS3
STE4 STE20
STE4 STE2
STE4 RHO1
STE4 SST2
STE4 GPA1
STE4 STE50
STE4 CDC24
SNU66 SAP30
SNU66 HUB1
SNU66 BRR1
SNU66 PRP4
SNU66 LSM3
SNU66 CUS1
SNU66 BRR2
SNU66 LEA1
SNU66 PRP11
SNU66 PRP8
SNU66 SMB1
SNU66 CDC73
SNU66 GCN2
SNU66 STO1
SNU66 SWR1
SNU66 PRP3
SNU66 PHO23
SNU66 LSM7
SNU66 MUD1
SNU66 IST3
SNU66 SET3
SNU66 HTZ1
SNU66 SNU114
SNU66 VPS71
SNU66 LSM1
SNU66 URN1
SNU66 RXT2
SNU66 PRP6
SNU66 PRP31
SNU66 NPL3
SNU66 PRP9
NDE2 NDE1
MET6 MEK1
MET6 RPN11
HSM3 RPN7
HSM3 RPN1
HSM3 RPT4
HSM3 RPN5
HSM3 RPT2
HSM3 RPN4
HSM3 RPN14
HSM3 RPN9
HSM3 RPN12
HSM3 RPN3
HSM3 NAS6
HSM3 RPT5
HSM3 RPN8
HSM3 RPN6
HSM3 RPN10
HSM3 UBP6
HSM3 RPN2
HSM3 RPT3
HSM3 RPT6
HSM3 ECM29
HSM3 PRE10
HSM3 NAS2
NMD2 CDC13
NMD2 ESC2
NMD2 POL3
NMD2 SUP35
NMD2 CHK1
NMD2 NAM7
NMD2 RLI1
NMD2 UPF3
NMD2 YKU70
SIP2 GAL83
SIP2 SNF1
SIP2 ESA1
SIP2 ATG1
SIP2 SIP1
SIP2 RPD3
RPL21B GIN4
RPL21B RKR1
RPL21B CDC13
RPL21B HAL5
BCH2 CHS6
BCH2 KIN82
BCH2 LAC1
BCH2 CHS5
BCH2 PBS2
RPN9 RPN7
RPN9 SEM1
RPN9 RPN1
RPN9 RPT4
RPN9 RPN5
RPN9 RPT2
RPN9 RAD23
RPN9 RPN14
RPN9 RPN11
RPN9 RPN3
RPN9 NAS6
RPN9 RPT5
RPN9 RPN8
RPN9 PRE1
RPN9 ARO1
RPN9 RPN6
RPN9 RPN10
RPN9 UBP6
RPN9 RPN2
RPN9 RPN13
RPN9 RPT3
RPN9 ECM29
RPN9 RPN12
RPN9 DSK2
RPN9 RPT6
THS1 ARO2
THS1 RPN11
THS1 ARO1
THS1 THR4
CLP1 RNA14
CLP1 TFC4
CLP1 SSA3
CLP1 SEC31
CLP1 PCF11
CLP1 RNA15
CLP1 YSH1
CBP4 CDC13
CBP4 COB
CBP4 CBP3
CBP4 RPD3
HAT2 HIF1
HAT2 ORC2
HAT2 ORC3
HAT2 HHF1
HAT2 HHF2
HAT2 YKE2
HAT2 HAT1
HAT2 HHT2
HAT2 ASF1
HAT2 ORC6
HAT2 HHT1
HAT2 ORC4
HAT2 ORC1
HAT2 ORC5
THP2 MFT1
THP2 HIR2
THP2 YPT6
THP2 SUB2
THP2 TOP1
THP2 THO2
THP2 MEX67
THP2 HRB1
THP2 RTT103
THP2 LSM7
THP2 SRC1
THP2 KSS1
THP2 NSI1
THP2 PRP22
THP2 PHO23
THP2 NUP100
THP2 SET3
THP2 HPR1
THP2 SIN3
THP2 LSM1
THP2 NPL3
THP2 POM152
THP2 LEO1
THP2 RRP6
THP2 RPA14
THP2 RPA49
THP2 RPA34
THP2 EAF5
THP2 NUP57
THP2 SEC66
THP2 NUP60
THP2 PIH1
THP2 SLX5
THP2 SAC3
THP2 CPR7
THP2 PAC10
THP2 CDC73
THP2 LRP1
THP2 SWT1
THP2 AIR1
THP2 RRP8
THP2 POM34
THP2 UBP3
THP2 SDC1
THP2 NOP12
THP2 TEX1
THP2 RXT2
THP2 BRE5
THP2 CSF1
THP2 PUF4
THP2 SIF2
YNR048W CDC50
YNR048W PBS2
YNR048W LEM3
TTI1 CDC1
TTI1 PRE2
TTI1 TAF5
TTI1 ACT1
TTI1 DBF4
TTI1 ESA1
TTI1 CDC25
TTI1 ASA1
TTI1 ARP3
TTI1 RPT6
TTI1 TEL2
TTI1 CDC34
TTI1 SUP35
TTI1 BRL1
TTI1 PCF11
OCA5 OCA4
OCA5 RIM15
OCA5 NPL3
OCA5 SIW14
OCA5 WHI3
IMP1 COX20
IMP1 SOM1
ALB1 NOG2
ALB1 IPI3
ALB1 ARX1
ALB1 RIX1
ALB1 NMD3
ALB1 CIC1
ALB1 RSA4
ALB1 NUG1
ALB1 AFG2
ALB1 LSG1
ALB1 NOP7
ALB1 REI1
ALB1 NOP53
ALB1 GIS2
ALB1 RPL3
ALB1 PSE1
GGA2 CLC1
GGA2 ARF2
GGA2 ENT3
GGA2 CRM1
GGA2 DRS2
GGA2 GGA1
GGA2 ATG1
GGA2 VPS27
GGA2 ENT5
GGA2 AIM44
GGA2 RPN11
GGA2 INP53
GGA2 APL2
GGA2 CHC1
GGA2 KIN4
GGA2 ARF1
GGA2 KEX2
VAM6 MDM10
VAM6 RPL9B
VAM6 VPS33
VAM6 AVL9
VAM6 COG6
VAM6 VPS5
VAM6 PIB2
VAM6 MRT4
VAM6 APL6
VAM6 COG8
VAM6 VPS3
VAM6 MDM34
VAM6 IRA2
VAM6 PEP3
VAM6 HOC1
VAM6 YPT6
VAM6 VPS41
VAM6 ADE6
VAM6 NPL3
VAM6 GTR1
VAM6 MNN10
VAM6 MON1
VAM6 CCZ1
VAM6 YEL043W
VAM6 RPL43A
VAM6 YPK9
VAM6 NNF2
VAM6 PEP5
VAM6 GET2
VAM6 ARO1
VAM6 SYS1
VAM6 VPS8
VAM6 VPS16
VAM6 TOR1
VAM6 PEP1
VAM6 RGP1
VAM6 YPT7
VAM6 TCO89
VAM6 VAM3
VAM6 CUE3
NMD5 MYO2
NMD5 GSP1
NMD5 HHF1
NRD1 RPO21
NRD1 SAP30
NRD1 PAP2
NRD1 YPT6
NRD1 snR13
NRD1 CBC2
NRD1 ADE12
NRD1 FCP1
NRD1 SPT5
NRD1 STO1
NRD1 PCF11
NRD1 SWF1
NRD1 PHO23
NRD1 RNT1
NRD1 PDE2
NRD1 RRP4
NRD1 AIR2
NRD1 SEN1
NRD1 PAB1
NRD1 RRP6
NRD1 DIS3
NRD1 VAM10
RPL37B CDC13
RPL37B RKR1
YGL101W PSK2
YGL101W NPL3
PRY3 HEK2
PRY3 HAL5
TBF1 VID22
TBF1 RAD53
CTF13 SKP1
CTF13 CHL4
CTF13 CTF3
CTF13 SGT1
CTF13 DSN1
CTF13 CEP3
CTF13 CTF19
CTF13 MAD2
PRT1 GCD10
PRT1 NIP1
PRT1 RIC1
PRT1 PCI8
PRT1 GCD11
PRT1 SUI2
PRT1 CKA1
PRT1 CKB2
PRT1 RIM15
PRT1 SUI3
PRT1 TIF34
PRT1 SUI1
PRT1 FUN12
PRT1 TIF5
PRT1 HCR1
RPL5 NOP7
RPL5 SYO1
RPL5 RKR1
RPL5 TIF6
RPL5 RRS1
RPL5 RIX1
RPL5 NSA1
RPL5 RPF2
RPL5 SPB4
RPL5 NUG1
RPL5 LSG1
RPL5 MRT4
RPL5 ARX1
RPL5 RPN11
RPL5 RPL11A
RPL5 CIC1
RPL5 NOG2
YGL108C CDC48
TLG2 GUP1
TLG2 GDA1
TLG2 PER1
TLG2 YPT6
TLG2 YIP3
TLG2 SAC7
TLG2 AIM44
TLG2 COG6
TLG2 COG5
TLG2 VPS45
TLG2 SEC24
TLG2 GET1
TLG2 SEC28
TLG2 APM3
TLG2 KEX2
TLG2 CNB1
TLG2 RIC1
TLG2 VPS54
TLG2 ERG3
TLG2 PSD1
TLG2 SPF1
TLG2 SEC14
TLG2 AUR1
TLG2 MNN10
TLG2 CSF1
TLG2 VPS9
TLG2 IRS4
TLG2 TPM1
TLG2 SEC66
TLG2 SUR1
TLG2 COG7
TLG2 SAC1
TLG2 MNN2
TLG2 VMA2
TLG2 HAC1
TLG2 SWP1
TLG2 VPS8
TLG2 APL5
TLG2 ILM1
TLG2 RAV1
TLG2 SEC27
TLG2 VPS27
TLG2 RUD3
TLG2 ERP4
TLG2 RGP1
TLG2 SFT2
TLG2 VTI1
TLG2 BRE5
TLG2 SPT14
TLG2 YPT31
TLG2 YKT6
TLG2 SNC2
TLG2 KRE1
TLG2 SEC17
TLG2 SCS7
TLG2 PMR1
TLG2 ERV14
TLG2 PTC1
TLG2 GET3
TLG2 ORM2
TLG2 TLG1
TLG2 TRS85
TLG2 SPO7
TLG2 CNE1
TLG2 GAS1
TLG2 GCS1
TLG2 DRS2
TLG2 PIL1
TLG2 RCE1
TLG2 OST3
TLG2 SNX4
TLG2 SWF1
TLG2 INP51
TLG2 BTS1
TLG2 PHO86
TLG2 COG8
TLG2 ARL1
TLG2 ATG9
TLG2 ARV1
TLG2 RET2
TLG2 VPH2
TLG2 VMA21
TLG2 SLA1
TLG2 CDC50
TLG2 ERG25
TLG2 LAS21
TLG2 GVP36
TLG2 INP53
TLG2 GET2
TLG2 ARF1
TLG2 PKR1
TLG2 SYS1
TLG2 PEP8
TLG2 SWA2
TLG2 LCB5
TLG2 UBP3
TLG2 VPS1
TLG2 GOS1
TLG2 CSG2
TLG2 CWH43
TLG2 CPR7
TLG2 TRS65
TLG2 SUM1
TLG2 MNN11
FUN12 TIF5
FUN12 PUF3
FUN12 NIP1
FUN12 NOP1
FUN12 MIS1
FUN12 ARB1
FUN12 PUF6
FUN12 CEG1
FUN12 CBF5
FUN12 NPL3
FUN12 RPL2A
FUN12 RPN11
DFR1 ATG1
DFR1 RIM15
YPL216W PBS2
SEC53 RPN11
SEC53 RPN10
SAC7 CDC13
SAC7 KRE1
SAC7 LEM3
SAC7 CDC53
SAC7 CDC28
SAC7 SEC66
SAC7 TOR2
SAC7 SLA1
SAC7 ACT1
SAC7 MID2
SAC7 DIA2
SAC7 CDC34
SAC7 ROM2
SAC7 SKN7
SAC7 ROT1
SAC7 ILM1
SAC7 GET2
SAC7 ARV1
SAC7 VPS1
SAC7 KIN4
SAC7 CYK3
SAC7 CWH43
SAC7 PIL1
SAC7 ESA1
SAC7 TSC11
SAC7 RHO1
SAC7 KEX2
SAC7 ARP2
SAC7 ZEO1
SAC7 SLM2
MRPL10 PUF3
MRPL10 MRM1
MRPL10 MRPL36
MRPL10 IMG1
MRPL10 MRPL39
MRPL10 MRPL4
MRPL10 RET2
MRPL10 MHR1
MRPL10 MRPL24
MRPL10 SEC26
MRPL10 IMG2
MRPL10 MRPL27
MRPL10 MRPL44
MRPL10 MRP7
MRPL10 MRPL1
MRPL10 COP1
MRPL10 MRPL7
MRPL10 MRPL28
MRPL10 MRPL6
MRPL10 UTP20
MRPL10 MRPL16
MRPL10 MRPL35
MRPL10 SEC27
MRPL10 MRPL3
CIT1 HTD2
CIT1 CIT3
CIT1 RPN11
CIT1 IDH2
CIT1 ETR1
CIT1 IDH1
CIT1 ACO1
CIT1 CIT2
CIT1 RTG2
SNO2 SNZ2
SNO2 SNZ3
HST3 PPH3
HST3 CIK1
HST3 POL2
HST3 CTF18
HST3 SGF73
HST3 MMS22
HST3 HSL1
HST3 HHT1
HST3 CTF4
HST3 ARP4
HST3 SRS2
HST3 CDC6
HST3 CSM3
HST3 IDP1
HST3 RAD27
HST3 SIC1
HST3 POL30
HST3 CDC4
HST3 TOF1
HST3 RAD9
HST3 SPT21
HST3 RTT107
HST3 RTT109
HST3 YAT1
HST3 SAE2
HST3 UBP8
HST3 CSE2
HST3 DPB3
HST3 DIA2
HST3 MRE11
HST3 TDH2
HST3 ORC2
HST3 SLX4
HST3 POL32
SHE9 ATP20
SHE9 CHS5
SHE9 MMR1
SHE9 PSD1
LCP5 BFR2
RSA3 FIP1
RSA3 CKB2
RSA3 CKB1
RSA3 URB1
RSA3 YCR016W
RSA3 RVB2
RSA3 URB2
RSA3 DBP6
RSA3 PIH1
RSA3 MAK21
MES1 ARC1
MES1 RPN11
MES1 GUS1
PKH2 LSP1
PKH2 PIL1
PKH2 YPK1
PKH2 PKH1
PKH2 SCH9
PKH2 GET2
PKH2 MYO5
PHO23 ELP3
PHO23 SSN8
PHO23 BRE2
PHO23 MEX67
PHO23 PRE9
PHO23 RPN4
PHO23 SSD1
PHO23 SIF2
PHO23 SRP1
PHO23 ARP6
PHO23 GET1
PHO23 UBP8
PHO23 SLX8
PHO23 IKI1
PHO23 SWC3
PHO23 RIC1
PHO23 UBP6
PHO23 SRP40
PHO23 APQ12
PHO23 CTI6
PHO23 INO2
PHO23 ECM16
PHO23 UME1
PHO23 SPT8
PHO23 IXR1
PHO23 MNN10
PHO23 HHT2
PHO23 CSF1
PHO23 SEM1
PHO23 TIM13
PHO23 LEO1
PHO23 HDA2
PHO23 TCP1
PHO23 GLC7
PHO23 SDS3
PHO23 RPD3
PHO23 RTT109
PHO23 SWD1
PHO23 IRE1
PHO23 YPT6
PHO23 ARP4
PHO23 RIM101
PHO23 INO4
PHO23 SIN3
PHO23 CTK1
PHO23 RPN10
PHO23 HDA1
PHO23 SET2
PHO23 SWI4
PHO23 SWC5
PHO23 ELP4
PHO23 ESA1
PHO23 CSE2
PHO23 BIM1
PHO23 HHT1
PHO23 SWR1
PHO23 SOH1
PHO23 UBA4
PHO23 EAF7
PHO23 RTF1
PHO23 CDC73
PHO23 TOP1
PHO23 PRP4
PHO23 SSN3
PHO23 HOS2
PHO23 SWD3
PHO23 BCK1
PHO23 VPS72
PHO23 SAP30
PHO23 ASF1
PHO23 SCS7
PHO23 CLA4
PHO23 PRM6
PHO23 SLX5
PHO23 SET3
PHO23 NUP133
PHO23 YAP1
PHO23 ARP8
PHO23 RVS161
PHO23 TIM18
PHO23 ASH1
PHO23 NHP10
PHO23 SPT3
PHO23 PHO80
PHO23 RVS167
PHO23 URE2
PHO23 SAC3
PHO23 SUB1
PHO23 GET2
PHO23 ADA2
PHO23 EAF3
PHO23 ELP6
PHO23 UPS1
PHO23 LGE1
PHO23 ELP2
PHO23 BRE1
PHO23 IKI3
PHO23 HTZ1
PHO23 VPS71
PHO23 YKU70
PHO23 RSC1
PHO23 SRO9
PHO23 VPS8
PHO23 RXT2
PHO23 MRE11
PHO23 MIP1
PHO23 RAD6
tK(UUU)D UBA4
tK(UUU)D ELP3
tK(UUU)D URM1
SEC7 YPT1
SEC7 IDH2
SEC7 SAM1
SEC7 FKS1
SEC7 PIK1
SEC7 GFA1
SEC7 YHR020W
SEC7 TUB1
SEC7 MIR1
SEC7 GCN20
SEC7 KEX2
SEC7 ARF1
SEC7 DHH1
ISD11 NFS1
FLO11 MSB2
FLO11 SFL1
CPR1 HOS2
CPR1 SNF2
CPR1 SMT3
CPR1 SET3
CPR1 SET2
CPR1 YKE2
CPR1 GIM4
CPR1 RAP1
CPR1 RPN11
CPR1 SIF2
CPR1 HOS4
DCP2 LSM8
DCP2 RPM2
DCP2 DEF1
DCP2 EDC3
DCP2 LSM1
DCP2 AHC1
DCP2 SCD6
DCP2 XRN1
DCP2 DCP1
DCP2 NAM7
DCP2 DHH1
DCP2 CRM1
TMA20 TFA1
TMA20 CDC13
PET20 TOR1
RPT6 RPN7
RPT6 SEM1
RPT6 RPN1
RPT6 RPT4
RPT6 RPN5
RPT6 RPT2
RPT6 SPT15
RPT6 RAD23
RPT6 RPN4
RPT6 RPN14
RPT6 RPN11
RPT6 SPT16
RPT6 GAL4
RPT6 UBR1
RPT6 NAS6
RPT6 RPN2
RPT6 PUP1
RPT6 URA7
RPT6 PRE1
RPT6 UFD4
RPT6 PRE2
RPT6 RPN6
RPT6 RPN10
RPT6 UBP6
RPT6 RPN8
RPT6 RPT5
RPT6 RPN13
RPT6 HSP78
RPT6 RPT3
RPT6 ECM29
RPT6 RPN12
RPT6 NAS2
RPT6 RAD3
RPT6 SCL1
RPT6 SPT7
USE1 UFE1
USE1 SEY1
USE1 TIP20
USE1 SEC20
USE1 YKT6
USE1 SEC22
USE1 DSL1
PRP6 LSM8
PRP6 PRP3
PRP6 PRP8
PRP6 LSM7
PRP6 LSM3
PRP6 PRP4
PRP6 SMX3
PRP6 DIB1
PRP6 BRR2
PRP6 SMB1
PRP6 SMD1
PRP6 GCN2
PRP6 PRP31
WIP1 CNN1
WIP1 MIF2
NEM1 SPO7
NEM1 SYS1
NEM1 PMR1
NEM1 ILM1
NEM1 APQ12
NEM1 SEC66
NEM1 ARL1
NEM1 ERV14
NEM1 DGK1
NEM1 COG5
NEM1 TCP1
NEM1 MGA2
NEM1 PAH1
NEM1 GAS1
NEM1 GYP1
NEM1 SSH1
CCT3 CCT6
CCT3 CCT5
CCT3 CCT4
CCT3 TCP1
CCT3 TUB2
CCT3 CCT7
CCT3 RPN11
CCT3 CDC55
CCT3 CCT8
CCT3 TAF5
CCT3 CMR1
CCT3 ACT1
CYC2 CYT1
CYC2 CYC3
CYC2 CYT2
LRP1 RPA34
LRP1 PSP1
LRP1 YPT6
LRP1 TOP1
LRP1 DBP5
LRP1 NUP188
LRP1 GIM3
LRP1 BUD13
LRP1 BCK1
LRP1 THP1
LRP1 GIM4
LRP1 PTK1
LRP1 RNH70
LRP1 NOP13
LRP1 TRF5
LRP1 WHI3
LRP1 IRA2
LRP1 SWI6
LRP1 SKI3
LRP1 RPA14
LRP1 RIC1
LRP1 LSM7
LRP1 IST3
LRP1 APQ12
LRP1 RRP45
LRP1 YKE2
LRP1 RRP4
LRP1 RRP46
LRP1 CCA1
LRP1 GIM5
LRP1 MNN11
LRP1 EAF5
LRP1 MPP6
LRP1 SSD1
LRP1 YOL098C
LRP1 CSL4
LRP1 DIS3
LRP1 RRP6
USB1 PRP19
PPG1 MGA2
PPG1 RIC1
PPG1 CDC55
PPG1 WBP1
PPG1 YPT6
PPG1 UBP3
PPG1 GET2
PPG1 CHO2
BUD27 RPO21
BUD27 CDC13
BUD27 MMS22
BUD27 TEF1
BUD27 GLC7
BUD27 RPB5
BUD27 RPA190
BUD27 BCK1
BUD27 BRE5
BUD27 RAD27
BUD27 GET1
BUD27 CDC73
BUD27 CDC3
BUD27 LGE1
BUD27 BRE1
BUD27 YKE2
BUD27 YPL150W
BUD27 TEF4
BUD27 KSP1
BUD27 SSB1
BUD27 TEA1
BUD27 SWR1
ARE2 DGA1
ARE2 UBX2
ARE2 LRO1
ARE2 SCS7
ARE2 SSM4
ARE2 VPS1
ARE2 CHO2
ARE2 ARE1
RRP17 GLC7
RRP17 RPF2
SKI8 SKI3
SKI8 CDC13
SKI8 ELP6
SKI8 SKI7
SKI8 ELP3
SKI8 ELP2
SKI8 SSN3
SKI8 UBP6
SKI8 RFA2
SKI8 ELP4
SKI8 GIM5
SKI8 AKL1
SKI8 XRN1
SKI8 LSM1
SKI8 DCP1
SKI8 SLX5
SKI8 SPO11
MDM35 UPS3
MDM35 PUF3
MDM35 SWC3
MDM35 UPS1
MDM35 PHB1
MDM35 VID22
MDM35 SET2
MDM35 RIM15
MDM35 YME2
MDM35 SSK2
MDM35 BRE5
MDM35 CDC73
MDM35 UPS2
SWM1 APC9
SWM1 CDC13
SWM1 ACS2
SWM1 APC1
SWM1 HSL1
SWM1 CDC16
SWM1 CTF4
SWM1 CDC23
SWM1 APC5
SWM1 APC4
SWM1 CDC28
SWM1 CDC26
SWM1 CLB2
SWM1 UBC4
SWM1 MND2
SWM1 CDC20
SDS23 PUF3
SDS23 SDS24
QCR6 QCR7
QCR6 COR1
QCR6 QCR2
QCR6 QCR10
GSF2 INO4
GSF2 SEC28
GSF2 ERG4
GSF2 SNF1
GSF2 RIC1
GSF2 SCS7
GSF2 SSH1
GSF2 SSB1
GSF2 ELO3
GSF2 CMK1
GSF2 TPK1
SNF1 HOG1
SNF1 STD1
SNF1 BAT2
SNF1 SSN8
SNF1 TEF2
SNF1 SAP155
SNF1 HRK1
SNF1 TUP1
SNF1 SCP160
SNF1 SIP3
SNF1 HXK2
SNF1 FAT1
SNF1 UBP8
SNF1 CNB1
SNF1 ATG21
SNF1 RIC1
SNF1 PDE2
SNF1 POR1
SNF1 ROD1
SNF1 NPR1
SNF1 CYC8
SNF1 PGD1
SNF1 YNG2
SNF1 SIP4
SNF1 CHO2
SNF1 REG1
SNF1 GLC7
SNF1 RPD3
SNF1 SAC1
SNF1 SIS1
SNF1 ARO7
SNF1 CTK1
SNF1 YPT6
