source target
MIER2 EHMT1
MIER2 WIZ
MIER2 ACAD11
MIER2 CYBRD1
MIER2 TFDP1
MIER2 CDYL
MIER2 PCGF6
MIER2 USP11
MIER2 EHMT2
MIER2 HDAC2
MIER2 PHLDB3
MIER2 TUBA4A
MIER2 PLD1
MIER2 ZNF644
MIER2 HDAC1
PDLIM1 ACTN3
PDLIM1 SOX2
PDLIM1 ACTN2
PDLIM1 NUDT12
STK17B EPHA1
STK17B TPM2
STK17B CHSY3
STK17B CHRM4
STK17B LAMP1
STK17B KCNIP2
STK17B P2RX5
STK17B TMEM30A
STK17B LPAR6
ZNF664 RETN
ZNF664 RGS20
ZNF664 VWCE
ZNF664 ZNF227
ZNF664 IGFBP1
ARHGAP11A VTN
HEXIM2 LARP7
HEXIM2 MEPCE
HEXIM2 TCF12
HEXIM2 AHCYL2
HEXIM2 SURF2
HEXIM2 HEXIM1
HEXIM2 CSNK2A1
HEXIM2 CSNK2B
HEXIM2 CCNT1
HEXIM2 USP9X
HEXIM2 AHCYL1
HEXIM2 CCNT2
HEXIM2 BANP
HEXIM2 MINA
HEXIM2 CDK9
HEXIM2 FERD3L
HEXIM2 HAL
HEXIM2 MYCBP
HEXIM2 CSNK2A2
HEXIM2 TCF4
TRIM35 HSPA14
TRIM35 CHMP2A
TRIM35 MKS1
TRIM35 OTUD5
TRIM35 MYO1F
TRIM35 LIMD1
TRIM35 USP7
TRIM35 TRIM10
TRIM35 PPP2R2D
TRIM35 KLHL11
TRIM35 ZMYM2
TRIM35 LIMK2
TRIM35 MTA2
TRIM35 PPP2R1B
TRIM35 PIAS1
TRIM35 WDR20
TRIM35 KDM5C
ATG2B C6orf141
ATG2B SLAMF1
ATG2B WDR45
ATG2B SALL2
ATG2B NPAS1
ATG2B BRINP3
ATG2B SNX21
ATG2B HDAC11
ATG2B ARHGAP36
ATG2B TALDO1
ATG2B LHX6
ATG2B AP1G2
ATG2B DOCK5
ATG2B DEF8
ATG2B SKP2
ATG2B TKT
MED7 PRTFDC1
MED7 MED6
MED7 MED31
MED7 MED30
MED7 MED17
MED7 MED18
MED7 MED20
MED7 MED21
MED7 MED12L
MED7 MED27
MED7 MED13L
MED7 MED9
MED7 CCNC
MED7 MED15
MED7 CDK8
MED7 MED10
MED7 MED29
MED7 MED11
MED7 MED24
MED7 MED22
MED7 MED14
MED7 MED12
MED7 MED1
MED7 MED26
MED7 MED19
MED7 MED23
LIPG GPC3
LIPG TUBB1
LIPG TMED10
LIPG HLA-C
LIPG NRP1
LIPG DNAJC13
LIPG PTPRS
LIPG MAPK14
LIPG CANX
LIPG ABHD14A
LIPG TMED9
LIPG TRMT1
LIPG TMED4
LIPG ITIH2
LIPG SDC2
MPDZ MPP5
MPDZ LIN7C
MPDZ RNF166
MRPS10 MRPS11
MRPS10 AURKAIP1
MRPS10 SNRNP70
MRPS10 TRA2A
MRPS10 ZNF707
MRPS10 MRPS27
MRPS10 DAP3
MRPS10 TRMT10B
MRPS10 MRPS34
MRPS10 RPL18
MRPS10 MRPS15
ADAMTSL1 FHL2
ADAMTSL1 ACOX1
ADAMTSL1 GRN
ADAMTSL1 B3GALTL
ADAMTSL1 C2orf44
ADAMTSL1 FBN2
HNRNPR MRPS11
HNRNPR AURKAIP1
HNRNPR SNRNP70
HNRNPR SYNCRIP
HNRNPR PRMT8
HNRNPR ZNF169
HNRNPR ILF2
HNRNPR ZFR
HNRNPR APOBEC3D
HNRNPR HNRNPA1
HNRNPR ELAVL2
HNRNPR STRBP
PCDHA11 PCDHA3
PCDHA11 PCDHA10
ACVRL1 SLC25A24
ACVRL1 ACVR1
ACVRL1 PDXDC2P
AP3M2 AP3S1
AP3M2 AP3B1
AP3M2 AP3S2
AP3M2 EDA
AP3M2 CAMKV
AP3M2 IQCF1
AP3M2 AP3M1
AP3M2 LYPD4
AP3M2 AP3D1
TK1 ZNF202
TK1 CRIP1
TK1 ZNF232
TK1 MAMDC2
TK1 FZR1
MET SCGB1D1
MET PCBP1
MET LGALS9
SPATA2L GRB2
MCM6 H2AFX
MCM6 ASF1A
MCM6 SSRP1
MCM6 MCM3
MCM6 HIST1H4A
MCM6 SPIN2B
MCM6 HIST1H3A
MCM6 MCM10
MCM6 HIST1H2BA
MCM6 ASF1B
ZNF324B GSG2
ZNF324B ZNF888
ZNF324B TRIM24
ZNF324B MRPS35
ZNF324B ZNF445
ZNF324B AATF
ZNF324B ZNF644
ZNF324B TRUB2
ZNF324B ACTA1
ZNF324B ZNF121
ZNF324B SMARCAD1
ZNF324B FASTKD2
ZNF324B SPIN3
ZNF324B LENG8
ZNF324B TRIM33
ZNF324B CEP78
ZNF324B MRPS24
ZNF324B MCAT
ZNF324B ZNF460
ZNF324B TSPYL2
ZNF324B RPL26L1
ZNF324B ZNHIT3
ZNF324B HELZ2
ZNF324B MRPL47
ZNF324B MRPS11
ZNF324B MRPS23
ZNF324B MRPL45
ZNF324B RRP12
ZNF324B ZNF689
ZNF324B LTV1
ZNF324B TRIM28
ZNF324B SPIN1
ZNF324B NOP14
ZNF324B YARS2
ZNF324B NOC4L
ZNF324B NUFIP1
ZNF324B ZNF324
ZNF324B NSUN4
ZNF324B ZKSCAN8
ZNF324B DAP3
ZNF324B MRPL17
ZNF324B YBX1
ZNF324B ZBTB24
ZNF324B ZNF184
ZNF324B ZNF780A
ZNF324B YTHDC2
ZNF324B ZNF92
ZNF324B STAU2
ZNF324B ZNF746
ZNF324B ZSCAN25
ZNF324B DGCR8
ZNF324B LTBP4
ZNF324B RPS27A
ZNF324B DHX57
ZNF324B ZNF316
ZNF324B ZNF624
ZNF324B ZNF629
ZNF324B DHX30
ZNF324B PTCD1
ZNF324B TRIM71
ZNF324B RBAK
ZNF324B MTERF3
ZNF324B ZNF107
ZNF324B AHDC1
ZCCHC8 ZC3H18
ZCCHC8 C1D
ZCCHC8 HNRNPF
ZCCHC8 EXOSC8
ZCCHC8 RBM4B
ZCCHC8 RBM7
ZCCHC8 PPP2R2C
ZCCHC8 PPP2R2D
ZCCHC8 CLK2
ZCCHC8 EXOSC3
UPF1 STAU1
UPF1 GSPT2
UPF1 E4F1
UPF1 ZC3H18
UPF1 PPAN
UPF1 GLTSCR2
UPF1 ZC3HAV1
UPF1 ZCRB1
UPF1 FGF8
UPF1 WDR46
UPF1 HIST1H1T
UPF1 ZNF576
UPF1 ZFC3H1
UPF1 HNRNPA1
UPF1 ILF2
UPF1 CDX1
UPF1 H2AFX
UPF1 MEMO1
UPF1 NIFK
UPF1 DGCR8
UPF1 NXF2
UPF1 APOBEC3D
UPF1 PRDM5
UPF1 TRA2A
UPF1 NSA2
UPF1 SNRNP70
UPF1 RPL6
UPF1 HIST1H1A
UPF1 ELAVL2
UPF1 STRBP
ERBB2IP ZNF581
ERBB2IP HOXC4
ERBB2IP ZNF550
ERBB2IP TRIM41
ERBB2IP ZNF517
ERBB2IP ZNF264
ERBB2IP CTSK
ERBB2IP ZNF408
ERBB2IP PPP1CC
ERBB2IP ZNF764
ERBB2IP ZNF414
ERBB2IP PPP1CA
ERBB2IP ARHGAP19
ERBB2IP CERKL
ERBB2IP ZNF785
ERBB2IP OBP2A
ERBB2IP TRMT2A
WFDC2 BTBD1
WFDC2 FKBP7
WFDC2 EIF1AX
WFDC2 CRTAC1
WFDC2 PTPRF
WFDC2 EMC4
WFDC2 WDR91
WFDC2 PDIA5
WFDC2 GRN
WFDC2 WDR81
MVB12A SLC25A41
MVB12A CIDEB
MVB12A TAS2R7
MVB12A UBE2U
MVB12A MANSC1
MVB12A GRB2
SHKBP1 KCTD3
SHKBP1 FAM46A
SHKBP1 P4HA2
SHKBP1 WDR83
SHKBP1 GLTP
SHKBP1 ASPSCR1
SHKBP1 UBE2M
SHKBP1 TNFAIP3
SHKBP1 PCMT1
SHKBP1 PDZK1
SHKBP1 EPN3
SHKBP1 ARIH1
SHKBP1 FEM1B
PRR20E ZNF593
PRR20E NFYC
PRR20E POU2F1
PRR20E YY1AP1
PRR20E SETD5
PRR20E CREB1
PRR20E BCOR
PRR20E C1QBP
PRR20E SIAH1
PRR20E NSUN2
PRR20E SAMD11
PRR20E SIAH2
IFNB1 IFNAR1
RNMTL1 MRPS30
RNMTL1 LUC7L
RNMTL1 ATPAF2
RNMTL1 MRPL39
RNMTL1 ZNF512
RNMTL1 PTER
RNMTL1 CPT2
RNMTL1 NDUFS6
RNMTL1 PMPCA
RNMTL1 KLHL42
RNMTL1 MTIF2
RNMTL1 MRPL42
RNMTL1 MRPL47
RNMTL1 RPLP0
RNMTL1 MRPL28
RNMTL1 SEC24B
RNMTL1 MRPL4
RNMTL1 CLEC3A
RNMTL1 ZNF131
RNMTL1 MRPL50
RNMTL1 PMPCB
RNMTL1 MALSU1
RNMTL1 UHRF1
PCID2 CETN1
IQCC CCHCR1
RAB12 LRRTM1
RAB12 GDI1
SPDEF PRDM16
SPDEF UNC119
SPDEF MECOM
SPDEF MYO5C
SPDEF FASTKD1
SPDEF PRMT8
MGRN1 ANKRD46
MGRN1 HSDL1
MGRN1 BTNL8
MGRN1 ATRN
MGRN1 C19orf52
MGRN1 INTS7
MGRN1 MEGF8
MGRN1 FAM19A4
MGRN1 PDCD2
MGRN1 PSG8
UBASH3B FAM209A
UBASH3B CCDC33
UBASH3B RCHY1
PTPLB APLNR
PTPLB SLC1A5
PTPLB VIPR2
PTPLB B4GAT1
PTPLB SLC39A4
PTPLB FPR2
PTPLB SLC6A15
PTPLB TACR1
PTPLB C3AR1
PTPLB SLC2A12
PTPLB IPPK
PTPLB SLC18A1
PTPLB VIPR1
PTPLB VTN
PTPLB SLC1A1
SIAE CNTNAP3
SIAE MBTPS1
SIAE OAF
SIAE ARSK
SIAE COCH
SIAE ARSB
SIAE CHSY3
SIAE NPTX1
SIAE COL18A1
SIAE POC1A
SIAE NDST2
SIAE CTSF
SIAE TCTN1
SIAE CPE
SIAE MAN2B2
SIAE DCBLD2
SIAE TMEM2
SIAE NAAA
SIAE GALNS
SIAE NRP2
SIAE HLA-B
SIAE MANEAL
SIAE TENM3
SIAE LNPEP
SIAE GDF11
SIAE PLTP
SIAE NAGLU
TNFRSF9 CERK
TNFRSF9 ATP12A
TNFRSF9 SNX11
TNFRSF9 TNFSF9
TIMM8B PDYN
TIMM8B YBEY
RSAD2 SCNM1
RSAD2 UBAC1
PPRC1 CA10
UBL7 HDAC6
UBL7 UBE4B
UBL7 KDELR1
UBL7 VCP
UBL7 AMY1C
UBL7 VBP1
UBL7 UBB
NAGK EPB41L5
NAGK C2CD5
NAGK ARID1B
NAGK SCAF8
NAGK SETD5
NAGK RBM3
NAGK XRN1
NAGK PATL1
NAGK TERF1
NAGK PPIL2
NAGK YLPM1
NAGK ERCC6L
NAGK HOXB6
NAGK ZIC2
NAGK PRRC2B
NAGK HNRNPH1
NAGK PPIL4
NAGK KHDRBS2
NAGK MCM5
NAGK CNN2
NAGK RAI1
NAGK HOXB9
NAGK RBM6
NAGK MCM3
QSER1 COMMD8
QSER1 FAM170A
QSER1 HSPBP1
QSER1 MAGEA10
IKBKAP MPG
PIK3R2 FLRT1
PIK3R2 HAUS4
PIK3R2 HAUS1
PIK3R2 PTGER3
PIK3R2 SKAP1
PIK3R2 HAVCR2
PIK3R2 PRMT2
PIK3R2 PIK3CB
PIK3R2 RCBTB2
PIK3R2 TGFBR2
PIK3R2 PIK3R3
PIK3R2 EFNB2
PIK3R2 MANSC1
PIK3R2 RNF19B
CAB39 GTF2E2
CAB39 CAB39L
CAB39 AHCYL2
CAB39 STK11
CAB39 STK25
CAB39 STRADB
CAB39 CYP1A1
COIL PSME3
COIL SNRPN
BROX IPO9
BROX TCEA1
BROX CHMP1A
PCMT1 KBTBD6
PCMT1 KCTD3
PCMT1 KLHL18
PCMT1 RAB3IP
PCMT1 MAN2C1
PCMT1 C18orf8
PCMT1 KBTBD7
PCMT1 KLHL42
PCMT1 CSNK1E
PCMT1 ABI2
PCMT1 COPS7B
PCMT1 PDPR
PCMT1 RPIA
PCMT1 ALDH16A1
PCMT1 KLHL20
PCMT1 KLHL24
PCMT1 YDJC
PCMT1 DERA
ZNF184 ZNF2
ZNF184 RPL28
ZNF184 RPL30
ZNF184 PPAN
ZNF184 ZNF169
ZNF184 ZNF71
ZNF184 WDR46
ZNF184 CNBP
ZNF184 RRP8
KLC3 SYNE4
KLC3 KLC1
HTT MPP1
HTT NPY2R
HTT PRMT2
HTT RAB30
HTT OPRM1
HTT HLA-B
HTT IL17RA
HTT CRYL1
HTT SNX21
HTT TKT
CRIP1 PPP2R5E
CREBBP C3orf62
CREBBP CCND3
CREBBP CDK2
CREBBP CTGF
CREBBP TXNDC11
CREBBP STAT2
RARS2 CPS1
RARS2 IL13RA2
RARS2 NPY2R
RARS2 ATP12A
RARS2 PITRM1
RARS2 PCCA
RARS2 GFM2
RARS2 PDPR
DAGLB PDCD1
DAGLB APLNR
DAGLB IGSF8
DAGLB PCDHAC2
DAGLB SPINT2
DAGLB ENTPD7
DAGLB SPACA1
DAGLB TMEM171
DAGLB TSPAN5
DAGLB TPCN2
DAGLB IPPK
DAGLB VSIG4
DAGLB PCDHGA5
DAGLB NCR3LG1
DAGLB MANSC1
DAGLB PCDHGB4
COPS4 KLHL10
COPS4 CUL3
COPS4 COPS6
COPS4 FBXO17
COPS4 DET1
COPS4 APBB3
COPS4 COPS2
COPS4 COPS7B
COPS4 UBE2M
COPS4 DCAF11
COPS4 BTBD1
COPS4 DCAF4
COPS4 DDB2
COPS4 COPS3
COPS4 DENR
COPS4 FBXO7
FAM171A2 P4HA3
FAM171A2 BTN2A1
FAM171A2 JPH4
FAM171A2 LILRB3
FAM171A2 PCDHGB1
FAM171A2 GJB7
FAM171A2 NCR3LG1
FAM171A2 BTNL3
FAM171A2 NTRK3
FAM171A2 IDO2
FAM171A2 FAM171B
FAM171A2 SLC39A5
FAM171A2 TMEM30B
FAM171A2 EFNB2
FAM171A2 KLRG2
FAM171A2 PCDHGB4
RSU1 PARVG
RSU1 ILK
RSU1 PARVB
RSU1 PARVA
CTGF KLHL23
CTGF FZR1
CTGF ARIH1
CTGF COA7
CTGF EP300
CTGF TRIM68
SMG9 EPHA1
NCOA1 C19orf57
NCOA1 NR1I3
NCOA1 FAM131B
NCOA1 TRPC4AP
NCOA1 SLX1A
NCOA1 RABGGTB
TRAPPC12 TRAPPC2L
TRAPPC12 AMY1C
TRAPPC12 TBC1D14
TRAPPC12 CEP55
TRAPPC12 TRAPPC3
TRAPPC12 TRAPPC6A
TRAPPC12 TRAPPC8
TRAPPC12 EDRF1
TRAPPC12 TRAPPC2
TRAPPC12 TRAPPC6B
TRAPPC12 TRAPPC11
TRAPPC12 TRAPPC13
CDCP1 MAN1A1
CDCP1 LRFN1
CDCP1 CLSTN1
CDCP1 LEPR
CDCP1 VWA1
DDX28 MRPL4
DDX28 SSSCA1
DDX28 YARS2
DDX28 PTCD1
DDX28 METAP2
DDX28 TRUB2
DDX28 FASTKD2
DDX28 RPUSD4
DDX28 UBR5
DDX28 MALSU1
DDX28 MTERF3
DDX28 MCAT
KIR2DS5 KIR2DS2
GPX7 MCTS1
GPX7 PROSC
GPX7 GAK
GPX7 UTP6
GPX7 THNSL1
GPX7 PAPSS1
GPX7 THYN1
GPX7 C1orf52
GPX7 ZG16B
GPX7 SEC23IP
GPX7 RIPK1
GPX7 HSPA14
GPX7 EIF2AK2
GPX7 PSME1
GPX7 ZC3HAV1L
GPX7 CHMP1A
GPX7 ZC3HC1
GPX7 FTO
GPX7 LYRM4
GPX7 NFS1
GPX7 SH3GL1
GPX7 PTPN11
HIST2H4A H2AFX
HIST2H4A ASF1A
HIST2H4A ASF1B
HIST2H4A XPC
HIST2H4A NASP
HIST2H4A HIST1H3A
DLG3 CNPY2
DLG3 RHBDL1
DLG3 ZNF232
FSCN3 FLAD1
FSCN3 GLMN
NCOR1 CDC16
NCOR1 TBL1Y
NCOR1 C6orf141
NCOR1 OLFM2
NCOR1 HNRNPLL
NCOR1 NCAPH2
NCOR1 GPS2
NCOR1 IL17RA
LRR1 COPS6
LRR1 COPS3
LRR1 COPS2
LRR1 ZBTB38
MED10 CDK8
MED10 TCL1B
MED10 BIRC5
MED10 MED1
MED10 MED18
MED10 MED19
MED10 CCNC
MED10 MED21
IQCF1 PRTFDC1
IQCF1 MCM8
IQCF1 RPTOR
IQCF1 FAM118B
IQCF1 SLC10A7
IQCF1 BPGM
IQCF1 TUBB3
IQCF1 C9orf142
IQCF1 WDR37
IQCF1 MTR
IQCF1 LOC81691
IQCF1 SERPINB1
IQCF1 EIF2AK2
IQCF1 DAK
IQCF1 FAM208A
IQCF1 ARHGAP5
IQCF1 PACS1
IQCF1 MOCOS
IQCF1 DIS3
IQCF1 ZWILCH
IQCF1 EHD4
IQCF1 TUBB8
IQCF1 GTPBP2
IQCF1 C5orf34
IQCF1 LRRC40
TLL1 BMP1
HECTD4 LGALS3BP
HECTD4 VAMP4
HECTD4 UNC119
HECTD4 GRIA3
EYA2 SIX2
EYA2 CCDC85C
PPP4R2 FAM19A3
PPP4R2 PPP4C
PPP4R2 USP10
PPP4R2 CCDC6
PPP4R2 SMEK2
PPP4R2 DHX38
PPP4R2 MARCKSL1
PPP4R2 LCMT1
PPP4R2 PPP2R4
PPP4R2 ZNF785
PPP4R2 UXS1
PPP4R2 TIPRL
PPP4R2 TSSC4
PPP4R2 CRAMP1L
SERPINB6 PLAT
PKP1 FBXL4
PKP1 KIF3A
PKP1 FCF1
PKP1 CCDC82
WNT4 BORA
WNT4 TOMM40
WNT4 WLS
WNT4 PASK
WNT4 HSPA5
WNT4 CBWD3
WNT4 FSTL1
WNT4 COL6A1
WNT4 MTCH2
WNT4 N4BP2L2
WNT4 WNT5A
KANSL2 GPBP1L1
KANSL2 GPR156
KANSL2 NECAB1
KANSL2 PHF20
KANSL2 TRIM44
KANSL2 KANSL1
KANSL2 TULP3
GNAI3 GNAI2
GNAI3 GNAT2
GNAI3 DCUN1D5
GNAI3 GNB4
GNAI3 CLTCL1
GNAI3 GNB1
GNAI3 GNG4
GNAI3 GPSM1
GNAI3 RGS12
GNAI3 GNG7
GNAI3 GNG10
GNAI3 GNAI1
GNAI3 RIC8A
GNAI3 NDC1
GNAI3 RAP1GAP
GNAI3 PCP2
GNAI3 RGS14
GNAI3 ANKRD13B
GNAI3 GNB2
GNAI3 TMEM222
NENF SELM
NENF BLVRB
NENF PDIA5
GKN1 ZG16B
GKN1 C6orf58
GKN1 PIGR
GKN1 CST4
GKN1 CST1
GKN1 AMY1C
GKN1 LYZL1
GKN1 IGHA1
GKN1 MUC7
TRDN EMC8
TRDN EMC7
TRDN EMC10
TRDN TMEM223
TRDN JPH1
TRDN EMC3
TRDN MANEA
TRDN EXOG
TRDN GOLIM4
TRDN MPV17L2
TRDN ABCB10
TRDN BET1
TRDN PXMP2
TRDN UGT8
TRDN PCYOX1
TRDN EMC4
TRDN ZFPL1
TRDN TMEM205
TRDN GOSR2
TRDN LMAN2L
TRDN TMEM192
TRDN ABCC5
TRDN GP1BB
TRDN PDIA5
TRDN LRP10
TRDN EMC2
TRDN STX12
TRDN TMEM9B
TRDN NAT14
ALDH3B2 ALDH3B1
HS6ST2 GINM1
RPS6KC1 VPS39
TEX10 NEUROG3
TEX10 WDR18
TEX10 H2AFY2
TEX10 RPS2
TEX10 PHF19
TEX10 TNFRSF13B
TEX10 RPL13
TEX10 PDGFB
TEX10 RSBN1
TEX10 NPM1
TEX10 HIST1H2BA
PCDHA8 PCDHA10
UGT1A7 UGT1A9
UGT1A7 UGT1A10
NGB TRIM32
DUSP11 KLHL40
DUSP11 FGF3
DUSP11 PLOD1
DUSP11 AHCYL2
DUSP11 APBA3
DUSP11 PRKCA
DUSP11 APOBEC3D
DUSP11 HNRNPA1
DUSP11 SYNCRIP
PRL HLA-DQB2
NAP1L4 HIST1H2BA
NAP1L4 NAP1L1
NAP1L4 RPL18
NAP1L4 MRPL35
NAP1L4 NAP1L5
RNF20 FAM196A
RNF20 PLEKHO2
RNF20 GTF2E2
RNF20 RAB6B
RNF20 UBE2B
RNF20 TCP10L
RNF20 MED21
RNF20 OLFM3
RNF20 SNAP29
RNF20 PSMD7
RNF20 TEX13A
MOB2 STK38L
HERC1 NEUROG3
HERC1 CSNK1A1
HERC1 TFDP3
HERC1 RAPGEF5
HERC1 ZNF610
HERC1 TRPC4AP
HERC1 WDFY3
HERC1 FMO5
HERC1 IFIT1B
HERC1 ZNF571
HERC1 VPS36
HERC1 MORC1
HERC1 SSH3
HERC1 C1orf87
HERC1 TIGD6
HERC1 ZNF223
HERC1 CCDC65
HERC1 SMOX
HERC1 ZBBX
HERC1 ECHS1
HERC1 GCNT3
HERC1 RABGEF1
YTHDC2 FGF8
YTHDC2 ZNF550
YTHDC2 NXF2
YTHDC2 RPL18A
YTHDC2 RPS14
YTHDC2 GLTSCR2
YTHDC2 FGF3
YTHDC2 WDR46
YTHDC2 ZNF512
YTHDC2 ZSCAN31
YTHDC2 ZBTB38
SPANXA1 BRCA2
SPANXA1 GTF2F1
SPANXA1 SPANXA2
SPANXA1 UBB
FIP1L1 ZC3H18
FIP1L1 CPSF4L
FIP1L1 CPSF4
CPVL NT5C3A
CPVL NEXN
CPVL TMEM177
CPVL OCIAD1
CPVL CYB5R3
CPVL LETMD1
CPVL NAT14
CPVL SARNP
DIS3 NELFE
DIS3 CYP1A1
DIS3 C1D
DIS3 ZNF212
DIS3 RBM23
DIS3 SNRNP27
DIS3 GAS2L1
DIS3 MUS81
DIS3 SERPINB2
DIS3 SSBP3
DIS3 EID3
DIS3 DCX
DIS3 GTF2E2
ACOT8 PML
ACOT8 IGHA1
ACOT8 KLHL23
KLHL29 KBTBD7
KLHL29 NUDCD3
KLHL29 ZBTB10
KLHL29 NPHP3
KLHL29 KLHL21
KLHL29 KBTBD8
KLHL29 ZNF232
KDM4D TRPC4AP
GYPB CPLX1
GYPB EIF2B5
GYPB EIF2B1
GYPB EIF2B2
GYPB METTL15
GYPB LRRC8A
GYPB STAG2
GYPB TSPAN15
GYPB MAD2L2
GYPB EIF2B3
GYPB ARL6IP5
GYPB LPCAT3
GYPB ARFGEF2
GYPB EBP
GYPB RANBP17
GYPB PWP2
GYPB TUBGCP3
GYPB SMYD4
GYPB ASPHD2
GYPB BZW2
GYPB FLVCR1
GYPB FANCG
GYPB PDS5A
GYPB ERCC4
GYPB TTYH3
GYPB PDS5B
GYPB HEATR3
GYPB SLC39A10
GYPB LRBA
GYPB DHRS7B
GYPB DNM3
GYPB RTN2
GYPB UBE4A
GYPB RTN1
GYPB ESRRA
GYPB BZW1
GYPB EIF2B4
GYPB SEC62
GYPB SHCBP1
GYPB DNM2
GYPB TNPO2
GYPB FAM115C
GYPB STX3
ZNF76 ZBTB1
ZNF76 GRHL1
OTUD6A GPR21
JAK3 CDK4
PYGL NTF3
PYGL DCAF4L2
PYGL ZFP41
MYC FOXR1
MYC YEATS4
STRIP2 TRAF3IP3
STRIP2 PPP2CB
ABCF2 PTGES2
ABCF2 GNL1
ABCF2 NUDCD1
ABCF2 AHCYL2
ABCF2 AHCYL1
CALB2 DGUOK
CALB2 NUFIP1
CLDN18 ACTBL2
CLDN18 THEM4
WDR7 ROGDI
NOL8 FGF8
NOL8 DDX51
NOL8 FBL
NOL8 URB2
NOL8 DDX47
NOL8 RPL10A
NOL8 FGF3
NOL8 RPL18
NOL8 ZNF512
NOL8 URB1
NOL8 GOPC
NOL8 WDR89
ERGIC3 ZFPL1
ERGIC3 SLC26A2
ERGIC3 SLC25A46
ERGIC3 STARD3
ERGIC3 CLPTM1
ERGIC3 MFAP3
ERGIC3 CHPT1
ERGIC3 COPG1
ERGIC3 NDC1
ERGIC3 VAC14
ERGIC3 STOM
ERGIC3 EXT1
ERGIC3 TMEM223
ERGIC3 YIPF3
ERGIC3 PXMP2
ERGIC3 SLC16A13
ERGIC3 SSR1
ERGIC3 ANKRD13A
ERGIC3 SLC39A8
ERGIC3 C19orf52
ERGIC3 ANKRD13D
ERGIC3 PARL
ERGIC3 SLC30A9
ERGIC3 SLC25A6
ERGIC3 BDH1
ERGIC3 COX16
ERGIC3 SGPP1
ERGIC3 ERGIC2
ERGIC3 SFXN5
ERGIC3 TMEM87A
ERGIC3 WRB
ERGIC3 NR2F2
ERGIC3 TMEM192
ERGIC3 DOLK
ERGIC3 LMBRD2
ERGIC3 CHRND
ERGIC3 SLC22A6
HNRNPCL1 TFG
HNRNPCL1 ZFC3H1
HNRNPCL1 BUB1
HNRNPCL1 ELAVL2
THRB ACTA2
THRB ACTBL2
THRB ACTB
THRB PDLIM7
THRB DNM3
THRB NRAS
CASC5 BUB1
CASC5 BUB3
CASC5 NCAPH2
CASC5 ZWINT
CASC5 NSL1
CASC5 PPP1CC
CASC5 PMF1
CASC5 ETFB
CASC5 PPP1CA
CASC5 SPC24
CASC5 SPC25
APLP2 VAV1
APLP2 APBB1
APLP2 APBA3
APLP2 FCGRT
APLP2 APBB3
APLP2 APBB2
APLP2 DKKL1
APLP2 KLK2
EPN3 UBR1
EPN3 MID1
EPN3 SMURF1
EPN3 ARIH1
EPN3 KCTD3
EPN3 TNKS
EPN3 EPN1
EPN3 MIB1
EPN3 MID2
EPN3 CYHR1
EPN3 VPS39
EPN3 PHGDH
EPN3 TNKS2
EPN3 BTBD1
EPN3 EPN2
EPN3 UBB
EPN3 CASP2
EPN3 KCTD10
EPN3 FEM1B
C4orf26 PREPL
C4orf26 GPC3
C4orf26 OTUD4
C4orf26 LAMA5
C4orf26 GALNT12
C4orf26 MANBA
C4orf26 KIAA0232
C4orf26 GYLTL1B
C4orf26 TRPC4AP
C4orf26 LRP5
C4orf26 HAPLN3
C4orf26 ACACA
C4orf26 PMPCA
C4orf26 ANKRD50
C4orf26 MAN2B2
C4orf26 PAPSS1
C4orf26 NUDT8
C4orf26 LTBP1
C4orf26 PMVK
C4orf26 AHCYL2
C4orf26 PMPCB
C4orf26 FBN1
C4orf26 JMJD4
C4orf26 C9orf41
C4orf26 PDCL
C4orf26 CD109
C4orf26 TOP3A
C4orf26 ZNF579
C4orf26 FAT3
C4orf26 NPHP3
C4orf26 LTBP4
C4orf26 SLC4A7
C4orf26 HDAC3
C4orf26 FAM115C
C4orf26 CCT3
PALM3 GJB7
PALM3 S1PR2
PALM3 CD69
AKAP13 MTR
AKAP13 UBB
AKAP13 PRKAR2B
EIF4EBP1 EIF4E
MPG ELP2
MPG ELP3
MPG KBTBD4
PLXNA2 NUFIP1
PLXNA2 TAZ
PLXNA2 FAM19A4
PLXNA2 ADAM30
PLXNA2 GALNT6
PLXNA2 PTPRK
PLXNA2 SPINK4
PLXNA2 LACRT
PLXNA2 KIR3DL2
PLXNA2 ADAM21
PLXNA2 SLAMF1
PLXNA2 TMEM30B
PLXNA2 ADAM32
PLXNA2 SUSD4
PLXNA2 INSL5
PLXNA2 TCTN2
PLXNA2 TNF
PLXNA2 SCGB1D1
PLXNA2 CCL22
PLXNA2 DEFA5
PLXNA2 MPPE1
PLXNA2 GPHA2
TUBA8 NOL12
TUBA8 IGHMBP2
TUBA8 RPLP0
TUBA8 H2AFY2
TUBA8 ZC3H8
TUBA8 TRMT10B
TUBA8 MAK16
TUBA8 RBM4B
TUBA8 RPL37A
TUBA8 ZNF317
TUBA8 HIST1H1T
TUBA8 HIST1H1A
TUBA8 RPL13
TUBA8 CDX1
INO80E UCHL5
INO80E RUVBL1
INO80E CCNDBP1
INO80E BCL7A
INO80E RUVBL2
XXYLT1 IZUMO1
XXYLT1 HAUS7
XXYLT1 FAM63B
FNBP1L ARHGAP44
FNBP1L SNX24
PCDHA7 PCDHA10
PCDHA7 PCDHA9
MRPS18B MRPS11
MRPS18B MRPS34
MRPS18B MRPS27
MRPS18B AURKAIP1
